ID;answered_all;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_isolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;Scale_PSS10_UCLA_1;Scale_PSS10_UCLA_2;Scale_PSS10_UCLA_3;Scale_PSS10_UCLA_4;Scale_PSS10_UCLA_5;Scale_PSS10_UCLA_6;Scale_PSS10_UCLA_7;Scale_PSS10_UCLA_8;Scale_PSS10_UCLA_9;Scale_PSS10_UCLA_10;Scale_SLON_1;Scale_SLON_2;Scale_SLON_3;OECD_people_1;OECD_people_2;OECD_insititutions_1;OECD_insititutions_2;OECD_insititutions_3;OECD_insititutions_4;OECD_insititutions_5;OECD_insititutions_6;Corona_concerns_1;Corona_concerns_2;Corona_concerns_3;Corona_concerns_4;Corona_concerns_5;Trust_countrymeasure;Compliance_1;Compliance_2;Compliance_3;Compliance_4;Compliance_5;Compliance_6;born_92;experience_war;experience_war_TXT;war_injury;loss_during_war;time_spent_in_war;time_spent_in_war_TXT;Scale_UCLA_TRI_1;Scale_UCLA_TRI_2;Scale_UCLA_TRI_3;Scale_UCLA_TRI_4;PS_PTSD_1;PS_PTSD_2;PS_PTSD_3;PS_PTSD_4;PS_PTSD_5;BFF_15_1;BFF_15_2;BFF_15_3;BFF_15_4;BFF_15_5;BFF_15_6;BFF_15_7;BFF_15_8;BFF_15_9;BFF_15_10;BFF_15_11;BFF_15_12;BFF_15_13;BFF_15_14;BFF_15_15;Expl_Distress_1;Expl_Distress_2;Expl_Distress_3;Expl_Distress_4;Expl_Distress_5;Expl_Distress_6;Expl_Distress_7;Expl_Distress_8;Expl_Distress_9;Expl_Distress_10;Expl_Distress_11;Expl_Distress_12;Expl_Distress_13;Expl_Distress_14;Expl_Distress_15;Expl_Distress_16;Expl_Distress_17;Expl_Distress_18;Expl_Distress_19;Expl_Distress_20;Expl_Distress_21;Expl_Distress_22;Expl_Distress_23;Expl_Distress_24;Expl_Distress_txt;SPS_1;SPS_2;SPS_3;SPS_4;SPS_5;SPS_6;SPS_7;SPS_8;SPS_9;SPS_10;Expl_Coping_1;Expl_Coping_2;Expl_Coping_3;Expl_Coping_4;Expl_Coping_5;Expl_Coping_6;Expl_Coping_7;Expl_Coping_8;Expl_Coping_9;Expl_Coping_10;Expl_Coping_11;Expl_Coping_12;Expl_Coping_13;Expl_Coping_14;Expl_Coping_15;Expl_Coping_16;Expl_coping_txt;Expl_media_1;Expl_media_2;Expl_media_3;Expl_media_4;Expl_media_5;Expl_media_6;Final_open;PSS10_avg;SLON3_avg;neu;ext;ope;agr;con;SPS_avg;Scale_UCLA_TRI_avg
23153;No;944;13/04/2020 05:26;PT-BR;41;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;1;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;4;3;4;2;4;4;4;3;3;1;2;4;5;8;2;2;7;7;10;3;6;6;6;6;5;4;5;5;5;3;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;3;3;3;4;2;2;5;4;5;4;6;1;6;3;5;6;4;4;6;1;1;1;6;4;6;6;4;3;3;3;1;6;1;3;3;6;5;NA;NA;6;5;5;6;6;6;6;5;6;4;4;4;5;5;6;1;1;5;3;2;2;6;3;4;3;NA;6;6;4;3;6;3;NA;3;2.33333333333333;3.66666666666667;3;3;4;6;5.66666666666667;NA
23210;Yes;1362;13/04/2020 04:57;PT-BR;63;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Isolated;0;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;Not sure;3;2;3;4;3;2;4;3;3;1;4;2;4;5;6;2;5;5;5;7;5;5;5;5;6;4;5;5;5;6;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;5;4;4;4;4;4;4;4;4;5;3;4;5;4;99;99;99;4;4;1;99;99;5;4;4;4;5;4;3;5;4;4;3;3;1;5;4;NA;5;4;4;4;4;5;4;6;4;4;4;3;4;1;4;5;1;2;4;4;5;4;4;5;1;4;NA;4;4;5;5;3;2;NA;2.4;3.33333333333333;3;3.66666666666667;4;4;3.66666666666667;4.4;NA
23237;No;407;14/04/2020 04:28;PT-BR;21;Female;Some College, short continuing education or equivalent;None;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;5;4;4;2;1;5;3;3;5;3;2;3;4;6;7;5;5;6;8;8;5;NA;6;6;6;6;0;6;6;6;5;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.1;3;NA;NA;NA;NA;NA;NA;NA
23589;Yes;1418;13/04/2020 02:00;PT-BR;49;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Isolated;3;0;NA;· If Program C is adopted 400 people will die.;No;3;3;3;3;2;4;3;2;3;3;3;3;4;5;6;1;1;3;3;8;1;5;4;5;5;5;0;5;6;6;4;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;5;4;4;5;4;5;5;5;5;5;4;5;6;3;6;99;5;5;99;99;99;6;6;4;4;5;6;6;4;5;3;5;5;5;6;2;NA;4;4;4;5;4;4;5;5;4;5;5;4;4;3;5;3;1;1;4;3;4;4;4;4;1;4;NA;3;4;4;2;5;5;NA;3.3;3.33333333333333;2.66666666666667;4;4.66666666666667;4;4.33333333333333;4.4;NA
23883;No;47981;14/04/2020 13:03;PT-BR;44;Female;College degree, bachelor, master;College degree;Part time employed;Brazil;no;Rj;Married/cohabiting;2;Yes;Life carries on with minor changes;2;1;NA;NA;NA;3;5;3;4;3;3;4;2;4;2;1;2;4;6;7;3;4;5;7;6;8;6;6;5;6;NA;0;5;6;5;2;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;1;5;6;4;5;5;6;5;5;5;5;6;2;5;5;99;5;5;5;NA;5;5;5;99;99;5;5;5;5;5;2;5;5;5;5;99;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.1;2.33333333333333;3;4;5.33333333333333;4;5.33333333333333;NA;NA
23957;Yes;2520;12/04/2020 23:29;PT-BR;60;Female;College degree, bachelor, master;Up to 12 years of school;Retired;Brazil;no;Sao Paulo;Divorced/widowed;2;Yes;Life carries on with minor changes;2;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;2;2;3;4;5;2;4;5;2;2;2;2;1;5;6;3;5;3;2;0;7;2;2;2;2;2;4;5;5;6;1;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;6;6;2;3;3;6;3;3;5;5;5;1;5;5;2;1;6;2;5;3;2;99;6;2;2;2;5;1;2;2;1;2;2;5;1;5;6;Aumento da corrupçao pelos governos;6;4;4;5;5;4;5;5;5;5;3;2;5;2;5;6;1;1;5;5;4;4;5;6;4;3;NA;2;2;2;2;2;3;NA;1.9;1.66666666666667;2.66666666666667;4;4;4.66666666666667;5.33333333333333;4.8;NA
23992;Yes;839;13/04/2020 22:20;PT-BR;56;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Isolated;0;0;· If Program A is adopted, 200 people will be saved.;NA;No;3;2;3;4;1;3;4;3;3;2;3;2;3;6;7;2;2;5;6;8;1;5;5;5;5;5;3;5;6;4;2;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;5;5;4;4;5;6;5;4;4;5;4;5;5;4;4;4;3;3;5;1;4;99;4;5;5;6;5;4;2;2;4;5;4;5;3;5;4;NA;4;5;5;4;4;4;5;4;4;4;4;3;4;2;4;4;1;1;5;5;3;1;4;4;1;4;NA;2;4;4;2;4;3;NA;2.8;2.66666666666667;2.33333333333333;4;5.33333333333333;4;3.66666666666667;4.3;NA
24009;Yes;1822;12/04/2020 22:16;PT-BR;61;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;yes;Rio de janeiro;Single;1;Yes;Isolated;1;0;· If Program A is adopted, 200 people will be saved.;NA;Yes;4;3;3;4;1;3;4;3;5;4;1;1;2;6;8;3;3;7;7;10;5;6;6;6;6;6;4;6;5;3;2;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;6;5;5;5;2;6;5;4;2;5;2;6;6;2;5;99;5;2;6;2;5;99;2;1;6;6;5;6;6;5;2;5;99;5;1;5;6;NA;2;5;6;5;1;2;2;6;2;5;3;1;6;5;5;6;6;5;6;6;2;6;6;6;6;6;NA;2;6;2;2;2;4;Passo a passo do isolamento : negaçao, ansiedade, impotencia, desespero e aceitaçao;3.4;1.33333333333333;1.66666666666667;4;4.33333333333333;3.33333333333333;3;3.6;NA
24021;No;301;13/04/2020 22:01;PT-BR;57;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de janeiro;Married/cohabiting;1;Yes;Isolated in medical facility of similar location;2;0;NA;NA;NA;4;4;4;2;2;2;2;2;4;3;2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.7;3;NA;NA;NA;NA;NA;NA;NA
24036;Yes;1501;12/04/2020 21:44;PT-BR;67;Female;College degree, bachelor, master;Some College or equivalent;Retired;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;4;3;3;3;2;4;3;3;3;3;2;3;8;8;1;4;3;4;7;6;5;5;5;5;5;4;5;5;5;3;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;4;4;4;3;5;3;2;4;5;3;4;4;4;99;99;99;3;3;3;2;2;5;4;5;5;5;99;3;2;4;3;3;5;4;5;2;Incerteza;4;4;4;4;4;4;4;5;4;4;4;5;5;4;4;5;2;2;5;5;2;4;2;5;4;4;NA;5;2;2;5;5;2;A incerteza em relaçao aos efeitos, duraçao, cura me impacta muito.;2.9;2.66666666666667;3;3.66666666666667;3.66666666666667;4.66666666666667;3.33333333333333;4.1;NA
24054;Yes;1445;12/04/2020 21:12;PT-BR;61;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;1;0;· If Program A is adopted, 200 people will be saved.;NA;No;3;3;3;4;3;2;4;3;3;3;2;1;2;4;5;9;4;6;6;9;5;5;5;5;5;5;4;5;6;6;3;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;4;5;4;5;4;4;3;1;5;6;3;3;5;3;4;2;5;3;4;2;2;2;5;5;5;6;5;2;4;4;4;4;2;5;1;5;2;NA;6;5;5;6;6;4;6;6;6;6;5;2;5;2;4;4;2;2;4;5;5;5;5;5;5;5;NA;5;5;5;4;4;3;NA;2.7;1.66666666666667;2.66666666666667;3.66666666666667;3.66666666666667;5.66666666666667;4;5.6;NA
24060;No;994;12/04/2020 20:50;PT-BR;59;Female;PhD/Doctorate;Some College or equivalent;Self-employed;Brazil;no;Rio de janeiro;Divorced/widowed;0;Yes;Isolated;0;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;2;3;3;2;1;4;3;1;1;3;2;3;8;9;4;4;7;7;8;4;NA;NA;NA;NA;NA;0;6;6;6;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;6;5;2;4;5;5;2;5;5;3;2;5;5;2;2;5;2;4;2;2;2;5;5;6;5;5;5;5;2;3;2;2;5;2;5;2;NA;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;2;2;2;5;2;2;5;5;2;5;NA;NA;NA;5;NA;NA;NA;NA;2.3;2.66666666666667;2;5.33333333333333;4.66666666666667;5;4.33333333333333;5;NA
24061;Yes;1030;13/04/2020 20:46;PT-BR;33;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Full time employed;Brazil;no;Paraná;Single;0;Yes;Life carries on with minor changes;3;0;· If Program A is adopted, 200 people will be saved.;NA;No;4;3;4;3;2;3;3;4;4;3;1;1;2;5;5;1;1;1;1;5;1;3;6;6;6;4;0;6;6;5;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;4;5;6;2;2;5;2;1;5;5;5;3;5;3;4;1;5;4;2;6;1;1;6;6;6;6;6;1;2;3;3;6;1;6;6;6;2;NA;6;6;6;6;6;4;6;6;4;6;5;4;5;4;5;5;4;4;4;5;1;4;5;5;6;6;NA;6;4;5;2;3;1;NA;3.3;1.33333333333333;3;5.33333333333333;3;5.33333333333333;4.66666666666667;5.6;NA
24088;No;280;13/04/2020 19:16;PT-BR;52;Female;College degree, bachelor, master;Up to 12 years of school;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24108;Yes;1724;12/04/2020 19:12;PT-BR;66;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RJ;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;2;4;1;5;4;2;5;4;2;1;2;1;3;7;9;1;3;4;8;10;4;4;5;5;6;4;2;6;5;4;2;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;6;6;6;1;6;5;6;2;5;6;3;4;6;2;4;2;2;2;2;1;4;1;6;4;5;5;5;4;2;2;2;2;5;2;5;4;2;Sinto culpa de ter tanto com tanta gente sem nada;6;6;6;6;6;6;6;6;6;5;4;2;6;3;6;6;1;1;5;4;5;5;5;6;6;2;NA;3;5;2;5;5;3;NA;1.8;2;1.66666666666667;6;5.66666666666667;5.33333333333333;4;5.9;NA
24157;No;2627;12/04/2020 17:48;PT-BR;51;Female;PhD/Doctorate;College degree;Part time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;1;Yes;Isolated;1;0;NA;NA;NA;3;3;3;5;3;4;3;3;3;3;4;2;3;5;8;1;2;7;7;9;1;5;5;5;6;5;1;6;6;6;1;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;4;4;6;6;4;5;5;4;4;4;5;6;3;6;4;2;1;4;6;1;5;6;6;6;6;3;2;2;3;2;5;1;4;4;NA;6;6;6;6;6;6;6;6;6;6;3;1;6;1;6;4;4;5;4;6;4;4;6;6;2;5;NA;5;5;6;6;4;3;A crise me fez refletir intensamente sobre as desigualdades. Sobre o que parou de funcionar que eu gostaria que nao voltasse e o que as pessoas que dependem dessa(s) atividade (s) poderiam fazer, bem como iniciativas que surgiram nesse período e que eu gostaria de ajudar a manter vivas. Passei a valorizar ainda mais as trocas afetivas com pessoas queridas (ainda que virtualmente) e diariamente agradeço ter o privilégio de poder ficar em casa, me manter produtiva e mentalmente sa.;2.9;3;4;4.33333333333333;5.33333333333333;4.33333333333333;3.66666666666667;6;NA
24194;No;415;13/04/2020 16:10;PT-BR;25;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;Santa Catarina;Married/cohabiting;3;Yes;Isolated;3;1;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;1;1;2;5;3;1;3;1;3;2;3;1;1;5;5;NA;2;0;5;NA;NA;6;6;6;6;6;5;6;6;6;1;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1;4;6;6;4;5;5;2;1;5;6;6;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;1.66666666666667;3;5;4;5.66666666666667;6;NA;NA
24232;No;266;13/04/2020 15:35;PT-BR;49;Male;Some College, short continuing education or equivalent;Up to 9 years of school;Full time employed;Brazil;no;Minas Gerais;Married/cohabiting;5;Yes;Isolated;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24253;No;981;12/04/2020 15:33;PT-BR;47;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;Rio de janeiro;Divorced/widowed;1;Yes;Isolated;3;0;· If Program A is adopted, 200 people will be saved.;NA;No;4;5;5;3;2;4;2;1;5;5;3;3;5;NA;NA;0;0;2;2;3;NA;6;NA;6;NA;6;0;6;6;5;2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;2;4;6;2;3;6;6;3;3;4;6;4;6;6;6;6;6;6;1;2;6;6;6;6;6;6;6;6;6;4;6;4;6;6;2;6;6;NA;5;5;5;5;5;5;5;5;5;5;2;2;6;2;5;5;5;2;5;5;5;5;5;6;4;2;NA;5;5;5;4;5;5;NA;4.4;3.66666666666667;4.33333333333333;5;5;3.66666666666667;5;5;NA
24313;No;774;12/04/2020 14:52;PT-BR;51;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Sao paulo;Married/cohabiting;2;Yes;Life carries on with minor changes;2;0;NA;NA;NA;3;3;4;2;2;3;4;2;2;4;3;3;3;7;10;0;1;1;4;4;1;6;6;6;6;6;10;5;5;3;5;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;4;6;6;2;4;5;4;4;4;6;3;1;6;5;5;5;4;5;6;5;3;99;6;6;6;6;6;4;5;5;6;6;5;6;5;6;6;NA;6;6;5;5;6;4;6;5;5;5;4;4;5;2;4;5;1;2;4;4;4;4;4;5;6;4;NA;4;4;3;4;4;2;NA;3.3;3;3;5.66666666666667;4.33333333333333;4.33333333333333;5;5.3;NA
24325;No;466;13/04/2020 14:41;PT-BR;45;Female;PhD/Doctorate;College degree;Full time employed;Brazil;no;SC;Married/cohabiting;2;Yes;Isolated;1;1;NA;NA;NA;3;2;3;3;2;2;2;3;3;2;2;3;2;7;9;1;4;7;9;9;4;4;5;5;6;6;2;5;5;5;3;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;NA;NA;NA;NA;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.9;2.33333333333333;2;5;NA;5;NA;NA;NA
24349;No;989;12/04/2020 14:35;PT-BR;39;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;1;2;· If Program A is adopted, 200 people will be saved.;NA;No;5;3;3;3;2;4;2;3;3;3;4;3;5;8;9;5;7;5;5;7;9;6;6;6;6;6;6;5;5;5;4;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;3;6;5;5;5;5;5;2;5;5;5;3;5;5;6;5;5;5;5;5;5;5;5;6;5;5;5;4;6;5;5;2;5;2;2;5;5;NA;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;3;5;5;3;NA;5;NA;NA;5;4;NA;6;5;NA;5;5;2;5;5;2;NA;3.5;4;4;4.33333333333333;5;5;4.66666666666667;5;NA
24414;Yes;1413;12/04/2020 14:09;PT-BR;51;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;yes;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;2;0;NA;· If Program C is adopted 400 people will die.;Not sure;3;4;4;4;2;3;3;3;4;2;2;2;3;8;9;1;1;2;8;9;1;6;6;6;6;6;4;6;6;6;1;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;5;6;6;1;6;6;5;1;6;6;5;6;6;6;2;5;6;5;1;1;5;99;6;5;6;6;6;4;4;2;5;3;2;6;2;5;5;NA;6;6;6;6;6;6;6;6;5;6;2;5;6;5;5;6;2;1;5;5;5;2;6;5;2;2;NA;2;5;2;5;5;2;NA;3.2;2.33333333333333;3;6;5.66666666666667;6;4;5.9;NA
24440;No;211;13/04/2020 13:40;PT-BR;35;Female;PhD/Doctorate;Up to 9 years of school;Not employed;Brazil;no;Rj;Married/cohabiting;4;Yes;Isolated;1;1;· If Program A is adopted, 200 people will be saved.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24641;No;3509;12/04/2020 12:52;PT-BR;47;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;MG;Single;2;Yes;Isolated;1;0;NA;NA;NA;3;2;5;3;3;3;3;1;4;1;3;1;3;4;7;0;2;5;5;7;1;6;6;6;6;6;5;5;5;5;4;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;2;4;2;6;5;6;5;4;4;5;6;5;4;99;2;99;99;99;6;1;5;99;1;2;6;6;6;4;6;4;4;6;99;1;1;2;6;NA;4;5;4;5;6;5;5;6;5;4;1;1;5;1;6;6;1;1;5;6;6;1;3;5;5;4;NA;4;6;4;4;4;3;A atuaçao do presidente do Brasil - Bolsonaro -e por consequencia governos estaduais e municipais aliados e indivíduos apoiadores. Impacta negativamente a segurança nacional e planetária. Impacto positivo em minha vida: aproximaçao de ensinamentos e grandes mestres budistas, meditaçao e comunidades online de transformaçao baseado em ensinamentos universais (budistas). Buda da medicina. Arte e amor.;3.2;2.33333333333333;5.66666666666667;2.33333333333333;5.33333333333333;4;4;4.9;NA
24707;Yes;2027;13/04/2020 11:55;PT-BR;28;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Sao Paulo;Single;0;Yes;Isolated;2;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;3;4;3;2;2;3;2;4;2;4;3;4;9;10;4;7;6;8;10;9;3;5;3;5;6;9;6;6;6;3;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;6;2;6;6;2;4;6;3;4;5;6;6;2;5;2;2;99;5;2;5;5;1;99;6;1;6;6;6;6;6;99;5;4;1;2;2;6;1;NA;6;5;5;6;6;4;6;6;6;6;5;6;6;1;6;5;5;1;6;6;5;6;6;5;6;6;NA;6;1;6;6;6;3;NA;3.2;3.66666666666667;5;5.66666666666667;4.33333333333333;4.66666666666667;5.33333333333333;5.6;NA
